"country_name","region","income_group","year","coverage","cancer_prevented","deaths_prevented","assumption_type","possible_cancer_cases","possible_cancer_deaths"
"Mauritania","Sub-Saharan Africa","Lower middle income",2011,0,0,0,"Historical Results",893.38,675.3
"Mauritius","Sub-Saharan Africa","Upper middle income",2011,0,0,0,"Historical Results",135.67,94.23
"Malawi","Sub-Saharan Africa","Low income",2011,0,0,0,"Historical Results",9165.4,7490.3
"Malaysia","East Asia & Pacific","Upper middle income",2011,0.8,2301.08,1891.17,"Historical Results",2935.05,2412.21
"Namibia","Sub-Saharan Africa","Upper middle income",2011,0,0,0,"Historical Results",826.17,586.96
"Niger","Sub-Saharan Africa","Low income",2011,0,0,0,"Historical Results",1609.87,1378.63
"Nigeria","Sub-Saharan Africa","Lower middle income",2011,0,0,0,"Historical Results",21157.19,16325.7
"Nicaragua","Latin America & Caribbean","Lower middle income",2011,0,0,0,"Historical Results",1322.23,898.74
"Netherlands","Europe & Central Asia","High income",2011,0.56,305,129.51,"Historical Results",555.76,235.99
"Norway","Europe & Central Asia","High income",2011,0.72,200.6,76.7,"Historical Results",284.3,108.71
"Nepal","South Asia","Lower middle income",2011,0,0,0,"Historical Results",7291.01,5690.67
"New Zealand","East Asia & Pacific","High income",2011,0.44,64.8,40.51,"Historical Results",150.27,93.96
"Oman","Middle East & North Africa","High income",2011,0,0,0,"Historical Results",165.99,126.97
"Pakistan","South Asia","Lower middle income",2011,0,0,0,"Historical Results",9746.26,6771.4
"Panama","Latin America & Caribbean","High income",2011,0.79,362.67,258.54,"Historical Results",468.44,333.94
"Peru","Latin America & Caribbean","Upper middle income",2011,0,0,0,"Historical Results",6794.54,4853.83
"Philippines","East Asia & Pacific","Lower middle income",2011,0,0,0,"Historical Results",14832.52,10563.3
"Papua New Guinea","East Asia & Pacific","Lower middle income",2011,0,0,0,"Historical Results",1934.12,1454.03
"Poland","Europe & Central Asia","High income",2011,0,0,0,"Historical Results",2308.01,1425.09
"Portugal","Europe & Central Asia","High income",2011,0.85,459.48,228.54,"Historical Results",551.59,274.36
"Paraguay","Latin America & Caribbean","Upper middle income",2011,0,0,0,"Historical Results",2085.06,1532.22
"West Bank and Gaza","Middle East & North Africa","Lower middle income",2011,0,0,0,"Historical Results",463.54,352.28
"Qatar","Middle East & North Africa","High income",2011,0,0,0,"Historical Results",27.12,29.83
"Romania","Europe & Central Asia","High income",2011,0,0,0,"Historical Results",1956.23,1154.59
"Russian Federation","Europe & Central Asia","Upper middle income",2011,0,0,0,"Historical Results",6422.8,3351.1
"Rwanda","Sub-Saharan Africa","Low income",2011,0.35,1068.11,854.14,"Historical Results",3114.04,2490.2
"Saudi Arabia","Middle East & North Africa","High income",2011,0,0,0,"Historical Results",852.15,598.15
"Sudan","Sub-Saharan Africa","Low income",2011,0,0,0,"Historical Results",3271.79,2538.91
"Senegal","Sub-Saharan Africa","Lower middle income",2011,0,0,0,"Historical Results",5156.6,4064.71
"Singapore","East Asia & Pacific","High income",2011,0,0,0,"Historical Results",235.04,173.89
"Solomon Islands","East Asia & Pacific","Lower middle income",2011,0,0,0,"Historical Results",163.04,116.67
"Sierra Leone","Sub-Saharan Africa","Low income",2011,0,0,0,"Historical Results",1114.02,903.4
"El Salvador","Latin America & Caribbean","Lower middle income",2011,0,0,0,"Historical Results",1030.27,791.8
"Somalia","Sub-Saharan Africa","Low income",2011,0,0,0,"Historical Results",2909.48,2452.61
"Serbia","Europe & Central Asia","Upper middle income",2011,0,0,0,"Historical Results",794.8,455.67
"São Tomé and Príncipe","Sub-Saharan Africa","Lower middle income",2011,0,0,0,"Historical Results",80.1,76.75
"Suriname","Latin America & Caribbean","Upper middle income",2011,0,0,0,"Historical Results",100.7,71.03
"Slovak Republic","Europe & Central Asia","High income",2011,0,0,0,"Historical Results",392.62,195.82
"Slovenia","Europe & Central Asia","High income",2011,0.48,24.29,15.95,"Historical Results",51.63,33.9
"Sweden","Europe & Central Asia","High income",2011,0,0,0,"Historical Results",379.23,160.99
"Eswatini","Sub-Saharan Africa","Lower middle income",2011,0,0,0,"Historical Results",798.8,576.87
"Chad","Sub-Saharan Africa","Low income",2011,0,0,0,"Historical Results",1936.08,1623.35
"Togo","Sub-Saharan Africa","Low income",2011,0,0,0,"Historical Results",1239.6,974.25
"Thailand","East Asia & Pacific","Upper middle income",2011,0,0,0,"Historical Results",7911.83,5181.03
"Tajikistan","Europe & Central Asia","Lower middle income",2011,0,0,0,"Historical Results",662.35,495.09
"Turkmenistan","Europe & Central Asia","Upper middle income",2011,0,0,0,"Historical Results",562.05,374.91
"Timor-Leste","East Asia & Pacific","Lower middle income",2011,0,0,0,"Historical Results",191.1,144.24
"Tonga","East Asia & Pacific","Upper middle income",2011,0,0,0,"Historical Results",34.42,28.55
"Trinidad and Tobago","Latin America & Caribbean","High income",2011,0,0,0,"Historical Results",179.83,118.9
"Tunisia","Middle East & North Africa","Lower middle income",2011,0,0,0,"Historical Results",392.62,240.59
"Türkiye","Europe & Central Asia","Upper middle income",2011,0,0,0,"Historical Results",3861.11,2533.04
"Tuvalu","East Asia & Pacific","Upper middle income",2011,0,0,0,"Historical Results",3.84,3.18
"Tanzania","Sub-Saharan Africa","Lower middle income",2011,0,0,0,"Historical Results",29509.65,21613.41
"Uganda","Sub-Saharan Africa","Low income",2011,0,0,0,"Historical Results",19232.18,15376.21
"Ukraine","Europe & Central Asia","Lower middle income",2011,0,0,0,"Historical Results",2098.18,922.17
"Uruguay","Latin America & Caribbean","High income",2011,0,0,0,"Historical Results",247.83,165.25
"United States","North America","High income",2011,0.23,2534.9,1278.94,"Historical Results",11246.25,5674.08
"Uzbekistan","Europe & Central Asia","Lower middle income",2011,0,0,0,"Historical Results",2522.84,1700.27
"Vietnam","East Asia & Pacific","Lower middle income",2011,0,0,0,"Historical Results",4750.11,3358.76
"Vanuatu","East Asia & Pacific","Lower middle income",2011,0,0,0,"Historical Results",32.73,29.08
"Samoa","East Asia & Pacific","Lower middle income",2011,0,0,0,"Historical Results",22.58,18.07
"Kosovo","Europe & Central Asia","Upper middle income",2011,0,0,0,"Historical Results",61.06,36.52
"South Africa","Sub-Saharan Africa","Upper middle income",2011,0,0,0,"Historical Results",12981.99,7593.07
"Zambia","Sub-Saharan Africa","Low income",2011,0,0,0,"Historical Results",9687.52,6967.81
"Zimbabwe","Sub-Saharan Africa","Lower middle income",2011,0,0,0,"Historical Results",7505.07,5743.51
"Afghanistan","South Asia","Low income",2012,0,0,0,"Historical Results",3351.25,2593.51
"Angola","Sub-Saharan Africa","Lower middle income",2012,0,0,0,"Historical Results",9467.04,6893.58
"Albania","Europe & Central Asia","Upper middle income",2012,0,0,0,"Historical Results",137.94,83.6
"United Arab Emirates","Middle East & North Africa","High income",2012,0,0,0,"Historical Results",248.17,186.9
"Argentina","Latin America & Caribbean","Upper middle income",2012,0.37,1719.42,1122.12,"Historical Results",4741.92,3094.66
"Armenia","Europe & Central Asia","Upper middle income",2012,0,0,0,"Historical Results",132.45,97.46
"Australia","East Asia & Pacific","High income",2012,0.65,434.03,233.59,"Historical Results",681.37,366.71
"Austria","Europe & Central Asia","High income",2012,0,0,0,"Historical Results",228.7,119.24
"Azerbaijan","Europe & Central Asia","Upper middle income",2012,0,0,0,"Historical Results",388.71,262.19
"Burundi","Sub-Saharan Africa","Low income",2012,0,0,0,"Historical Results",4192.4,3494.88
"Belgium","Europe & Central Asia","High income",2012,0.61,252.44,114.57,"Historical Results",422.28,191.66
"Benin","Sub-Saharan Africa","Lower middle income",2012,0,0,0,"Historical Results",1347.1,992.14
"Burkina Faso","Sub-Saharan Africa","Low income",2012,0,0,0,"Historical Results",2691.38,2230.59
"Bangladesh","South Asia","Lower middle income",2012,0,0,0,"Historical Results",13273.95,9270.75
"Bulgaria","Europe & Central Asia","Upper middle income",2012,0,0,0,"Historical Results",431.3,234.9
"Bahrain","Middle East & North Africa","High income",2012,0,0,0,"Historical Results",36.96,24.46
"Bahamas, The","Latin America & Caribbean","High income",2012,0,0,0,"Historical Results",51.71,38.04
"Bosnia and Herzegovina","Europe & Central Asia","Upper middle income",2012,0,0,0,"Historical Results",209.64,115.9
"Belarus","Europe & Central Asia","Upper middle income",2012,0,0,0,"Historical Results",391.77,179.91
"Belize","Latin America & Caribbean","Upper middle income",2012,0,0,0,"Historical Results",79.2,77.2
"Bolivia","Latin America & Caribbean","Lower middle income",2012,0,0,0,"Historical Results",2945.33,2227.2
"Brazil","Latin America & Caribbean","Upper middle income",2012,0,0,0,"Historical Results",21974.08,13255.73
"Barbados","Latin America & Caribbean","High income",2012,0,0,0,"Historical Results",34.01,23.13
"Brunei Darussalam","East Asia & Pacific","High income",2012,0.98,46.04,15.07,"Historical Results",47.94,15.69
"Bhutan","South Asia","Lower middle income",2012,0.73,58.07,38.78,"Historical Results",81.17,54.21
"Botswana","Sub-Saharan Africa","Upper middle income",2012,0,0,0,"Historical Results",675.18,469.45
"Central African Republic","Sub-Saharan Africa","Low income",2012,0,0,0,"Historical Results",809.43,663.95
"Canada","North America","High income",2012,0,0,0,"Historical Results",953.76,545.65
"Switzerland","Europe & Central Asia","High income",2012,0.51,76.25,41.44,"Historical Results",152.56,82.92
"Chile","Latin America & Caribbean","High income",2012,0,0,0,"Historical Results",1554.89,1067.08
"China","East Asia & Pacific","Upper middle income",2012,0,0,0,"Historical Results",68639.72,43447.37
"Côte d’Ivoire","Sub-Saharan Africa","Lower middle income",2012,0,0,0,"Historical Results",6219.2,4823.23
"Cameroon","Sub-Saharan Africa","Lower middle income",2012,0,0,0,"Historical Results",5840.12,4322.05
"Congo, Dem. Rep.","Sub-Saharan Africa","Low income",2012,0,0,0,"Historical Results",21267.15,17014.28
"Congo, Rep.","Sub-Saharan Africa","Lower middle income",2012,0,0,0,"Historical Results",1004.17,697.31
"Colombia","Latin America & Caribbean","Upper middle income",2012,0.85,5571.34,3817.12,"Historical Results",6688.29,4582.37
"Comoros","Sub-Saharan Africa","Lower middle income",2012,0,0,0,"Historical Results",342.46,263.88
"Cabo Verde","Sub-Saharan Africa","Lower middle income",2012,0,0,0,"Historical Results",81.85,73.2
"Costa Rica","Latin America & Caribbean","Upper middle income",2012,0,0,0,"Historical Results",344.74,308.77
"Cyprus","Europe & Central Asia","High income",2012,0,0,0,"Historical Results",35.61,44.45
"Czech Republic","Europe & Central Asia","High income",2012,0,0,0,"Historical Results",370.93,224.39
"Germany","Europe & Central Asia","High income",2012,0.27,671.98,337.79,"Historical Results",2539.6,1276.62
"Djibouti","Middle East & North Africa","Lower middle income",2012,0,0,0,"Historical Results",104.07,83.13
"Denmark","Europe & Central Asia","High income",2012,0.72,202.39,94.21,"Historical Results",286.84,133.51
"Dominican Republic","Latin America & Caribbean","Upper middle income",2012,0,0,0,"Historical Results",2028.29,1654.99
"Algeria","Middle East & North Africa","Lower middle income",2012,0,0,0,"Historical Results",2413.55,1580.33
"Ecuador","Latin America & Caribbean","Upper middle income",2012,0,0,0,"Historical Results",3128.17,2195.51
"Egypt, Arab Rep.","Middle East & North Africa","Lower middle income",2012,0,0,0,"Historical Results",2908.09,2187.05
"Spain","Europe & Central Asia","High income",2012,0.69,742.04,369.83,"Historical Results",1097.37,546.93
"Estonia","Europe & Central Asia","High income",2012,0,0,0,"Historical Results",95.33,33.37
"Ethiopia","Sub-Saharan Africa","Low income",2012,0,0,0,"Historical Results",21989.31,17736.63
"Finland","Europe & Central Asia","High income",2012,0,0,0,"Historical Results",121.42,53.12
"Fiji","East Asia & Pacific","Upper middle income",2012,0,0,0,"Historical Results",203.89,165.99
"France","Europe & Central Asia","High income",2012,0.17,442.73,210.44,"Historical Results",2657.47,1263.16
"Micronesia, Fed. Sts.","East Asia & Pacific","Lower middle income",2012,0,0,0,"Historical Results",28.84,22.14
"Gabon","Sub-Saharan Africa","Upper middle income",2012,0,0,0,"Historical Results",470.28,287.18
"United Kingdom","Europe & Central Asia","High income",2012,0.87,2062.92,762.7,"Historical Results",2419.57,894.56
"Georgia","Europe & Central Asia","Upper middle income",2012,0,0,0,"Historical Results",217.92,144.1
"Ghana","Sub-Saharan Africa","Lower middle income",2012,0,0,0,"Historical Results",7458.63,5436.17
"Guinea","Sub-Saharan Africa","Low income",2012,0,0,0,"Historical Results",5253.8,4205.45
"Gambia, The","Sub-Saharan Africa","Low income",2012,0,0,0,"Historical Results",977.44,874.75
"Guinea-Bissau","Sub-Saharan Africa","Low income",2012,0,0,0,"Historical Results",570.98,463.81
"Equatorial Guinea","Sub-Saharan Africa","Upper middle income",2012,0,0,0,"Historical Results",227.61,149.83
"Greece","Europe & Central Asia","High income",2012,0,0,0,"Historical Results",453,212.31
"Guatemala","Latin America & Caribbean","Upper middle income",2012,0,0,0,"Historical Results",3961.66,2846.59
"Guyana","Latin America & Caribbean","Upper middle income",2012,0.02,4.28,2.7,"Historical Results",218.21,137.66
"Honduras","Latin America & Caribbean","Lower middle income",2012,0,0,0,"Historical Results",1710.29,1174.25
"Croatia","Europe & Central Asia","High income",2012,0,0,0,"Historical Results",208.36,103.72
"Haiti","Latin America & Caribbean","Lower middle income",2012,0,0,0,"Historical Results",1547.31,1282.79
"Hungary","Europe & Central Asia","High income",2012,0,0,0,"Historical Results",667.89,282.62
"Indonesia","East Asia & Pacific","Lower middle income",2012,0,0,0,"Historical Results",50383.76,35887.3
"India","South Asia","Lower middle income",2012,0,0,0,"Historical Results",208227.47,149584.62
"Ireland","Europe & Central Asia","High income",2012,0.89,218.63,93.76,"Historical Results",250.67,107.5
"Iran, Islamic Rep.","Middle East & North Africa","Lower middle income",2012,0,0,0,"Historical Results",1792.47,1493.95
"Iraq","Middle East & North Africa","Upper middle income",2012,0,0,0,"Historical Results",800.22,618.46
"Iceland","Europe & Central Asia","High income",2012,0.92,10.95,6.86,"Historical Results",12.14,7.61
"Israel","Middle East & North Africa","High income",2012,0,0,0,"Historical Results",315.48,217.52
"Italy","Europe & Central Asia","High income",2012,0.56,846.51,319.98,"Historical Results",1542.47,583.05
"Jamaica","Latin America & Caribbean","Upper middle income",2012,0,0,0,"Historical Results",525.46,383.59
"Jordan","Middle East & North Africa","Upper middle income",2012,0,0,0,"Historical Results",324.32,258.94
"Japan","East Asia & Pacific","High income",2012,0,0,0,"Historical Results",6578.88,2412.52
"Kazakhstan","Europe & Central Asia","Upper middle income",2012,0,0,0,"Historical Results",1420.12,742.92
"Kenya","Sub-Saharan Africa","Lower middle income",2012,0,0,0,"Historical Results",13710.23,9670.28
"Kyrgyz Republic","Europe & Central Asia","Lower middle income",2012,0,0,0,"Historical Results",694.48,483.36
"Cambodia","East Asia & Pacific","Lower middle income",2012,0,0,0,"Historical Results",1875.45,1335.46
"Kiribati","East Asia & Pacific","Lower middle income",2012,0,0,0,"Historical Results",32.41,26.57
"Korea, Rep.","East Asia & Pacific","High income",2012,0,0,0,"Historical Results",2194.27,1184.67
"Kuwait","Middle East & North Africa","High income",2012,0,0,0,"Historical Results",58.8,43.4
"Lao PDR","East Asia & Pacific","Lower middle income",2012,0,0,0,"Historical Results",761.03,519.16
